City,StateProvinceName,CountryRegionName,PostalCode,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AgeInYears,BikeBuyer,AvgMonthSpend
Chatou,Yveline,France,78400,High School,Skilled Manual,M,S,0,2,0,0,59258,24,1,51.55
Lane Cove,New South Wales,Australia,1597,Bachelors,Management,M,M,1,2,1,2,112934,47,1,63.14
Perth,South Australia,Australia,6006,Graduate Degree,Clerical,F,M,1,2,1,2,87138,27,1,50.69
Tremblay-en-France,Seine Saint Denis,France,93290,High School,Manual,F,S,1,1,0,0,33355,45,0,50.2
Berkeley,California,United States,94704,Partial College,Clerical,M,S,0,0,0,0,87262,24,0,50.68
Cloverdale,South Australia,Australia,6105,Partial College,Clerical,F,S,1,1,0,0,86886,41,0,53.29
Cranbourne,Victoria,Australia,3977,Partial College,Management,M,S,1,3,1,1,107776,61,1,54.91
Coronado,California,United States,92118,Graduate Degree,Professional,F,M,1,2,0,0,135625,30,1,52.2
Port Orchard,Washington,United States,98366,High School,Clerical,M,S,0,0,0,0,81768,17,1,53.26
London,England,United Kingdom,W1Y 3RA,Partial College,Management,F,M,1,2,1,2,103431,36,1,54.98
Brisbane,Queensland,Australia,4000,Bachelors,Skilled Manual,F,S,0,1,0,0,58126,32,0,49.96
Coffs Harbour,New South Wales,Australia,2450,Bachelors,Management,M,S,0,3,0,0,106181,21,1,51.82
Woodland Hills,California,United States,91364,High School,Clerical,M,M,1,3,1,1,86763,41,1,60.48
Saint Ouen,Loir et Cher,France,41100,High School,Clerical,M,S,0,3,0,0,84678,28,1,53.28
Burien,Washington,United States,98168,High School,Skilled Manual,F,S,0,2,0,0,55495,36,0,49.28
Goulburn,New South Wales,Australia,2580,Graduate Degree,Clerical,F,S,1,0,1,1,81764,68,1,50.48
Offenbach,Saarland,Germany,63009,Bachelors,Professional,F,M,1,1,0,2,133681,50,1,52.09
London,England,United Kingdom,SW8 4BG,Partial College,Skilled Manual,M,M,1,1,1,2,55124,43,1,48.6
Bremerton,Washington,United States,98312,Partial College,Clerical,M,M,1,2,0,2,86243,47,1,57.9
Rhodes,New South Wales,Australia,2138,High School,Skilled Manual,M,M,1,1,0,2,58637,50,0,49.02
San Carlos,California,United States,94070,Graduate Degree,Professional,F,M,1,2,1,2,127281,31,1,54.2
York,England,United Kingdom,YO15,High School,Manual,F,M,1,1,1,1,34524,48,1,48.17
Walla Walla,Washington,United States,99362,Graduate Degree,Skilled Manual,F,S,0,1,0,0,59312,27,0,49.31
Lincoln Acres,California,United States,91950,Partial College,Skilled Manual,F,S,0,1,0,0,56474,19,0,49.97
Spring Valley,California,United States,91977,Graduate Degree,Manual,M,M,1,0,0,1,31849,37,0,52.5
Paris,Seine (Paris),France,75009,Graduate Degree,Professional,F,M,1,2,1,2,130581,35,1,56.69
Langley,British Columbia,Canada,V3A 4R2,Graduate Degree,Skilled Manual,M,M,1,2,0,1,52404,32,1,56.11
N. Vancouver,British Columbia,Canada,V7L 4J4,Partial College,Clerical,M,M,1,0,0,2,82331,37,0,52.86
Warrnambool,Victoria,Australia,3280,Partial College,Skilled Manual,M,S,1,2,0,0,55034,39,1,53
Malabar,New South Wales,Australia,2036,High School,Skilled Manual,M,S,1,1,1,1,61038,49,1,50.47
Palo Alto,California,United States,94303,Graduate Degree,Management,M,M,1,2,0,0,105394,27,0,50.99
Hof,Bayern,Germany,95010,Partial College,Clerical,F,S,1,1,0,0,86197,37,0,52.79
Langley,British Columbia,Canada,V3A 4R2,High School,Skilled Manual,F,M,1,2,2,2,53783,47,1,50.73
Lille,Nord,France,59000,Partial High School,Skilled Manual,M,S,0,0,0,0,51498,16,0,50.05
Everett,Washington,United States,98201,Graduate Degree,Professional,M,M,1,2,1,2,130123,31,1,60.32
Vancouver,British Columbia,Canada,V7L 4J4,Partial High School,Manual,M,M,0,1,0,0,28948,17,0,45.96
Berks,England,United Kingdom,SL4 1RH,Partial College,Clerical,M,M,1,1,0,2,87939,28,0,50.22
Frankfurt,Bayern,Germany,91480,Graduate Degree,Clerical,M,S,1,3,0,0,85188,38,1,61.36
Verrieres Le Buisson,Essonne,France,91370,Graduate Degree,Professional,F,M,1,0,1,1,136880,36,1,55.56
Concord,California,United States,94519,Graduate Degree,Skilled Manual,F,S,1,0,0,0,54780,43,1,51.19
Sooke,British Columbia,Canada,V0,Partial College,Manual,F,M,1,0,1,2,34495,36,1,49.94
München,Hamburg,Germany,80074,Bachelors,Professional,F,M,1,1,1,2,131951,63,1,53.62
Lebanon,Oregon,United States,97355,Partial College,Skilled Manual,M,M,1,2,1,2,58503,40,1,52.38
Townsville,Queensland,Australia,4810,High School,Skilled Manual,F,M,0,1,1,2,57160,24,1,48.41
München,Hamburg,Germany,80074,Partial College,Manual,M,S,0,1,0,0,30744,20,0,45.91
Colombes,Hauts de Seine,France,92700,High School,Skilled Manual,M,M,1,2,0,2,62047,41,1,53.97
London,England,United Kingdom,SW8 1XD,Bachelors,Manual,M,M,1,1,1,1,28759,37,0,56.98
Beaverton,Oregon,United States,97005,High School,Clerical,F,S,0,2,0,0,82115,20,1,51.63
Downey,California,United States,90241,Bachelors,Skilled Manual,F,S,0,0,0,0,53492,28,1,50.77
Hamburg,Hessen,Germany,22001,Partial College,Clerical,F,M,1,3,1,2,84709,55,1,50.75
Seaford,Victoria,Australia,3198,Partial College,Manual,M,M,0,0,0,0,35793,23,1,45.78
Versailles,Yveline,France,78000,Bachelors,Skilled Manual,F,M,1,1,1,1,55637,32,1,51.41
Oak Bay,British Columbia,Canada,V8P,High School,Manual,M,M,1,1,1,2,26406,35,0,47.99
Bellingham,Washington,United States,98225,High School,Clerical,M,S,1,3,0,0,79764,36,1,59.96
Tacoma,Washington,United States,98403,Partial College,Manual,M,M,0,0,2,2,32442,24,1,45.67
Lebanon,Oregon,United States,97355,Bachelors,Manual,F,M,0,0,1,1,25630,24,0,46.59
Solingen,Nordrhein-Westfalen,Germany,42651,Bachelors,Clerical,F,M,1,2,1,2,86920,32,1,51.2
Portland,Oregon,United States,97205,High School,Skilled Manual,M,M,1,1,1,1,56859,41,1,54.86
Suresnes,Hauts de Seine,France,92150,High School,Skilled Manual,F,M,1,2,1,2,61858,37,1,48.78
Bremerton,Washington,United States,98312,Graduate Degree,Skilled Manual,F,S,0,0,0,0,60801,27,1,51.89
Burnaby,British Columbia,Canada,V3J 6Z3,Partial High School,Manual,F,M,1,1,0,2,31537,45,0,45.06
Stuttgart,Saarland,Germany,70511,Partial College,Skilled Manual,F,S,0,2,0,0,54254,33,1,52.56
National City,California,United States,91950,High School,Skilled Manual,M,M,1,1,0,2,61326,50,1,48.43
West Covina,California,United States,91791,Bachelors,Clerical,F,S,0,3,0,0,87457,32,1,53.4
Beverly Hills,California,United States,90210,Partial College,Management,F,M,1,3,1,2,111861,39,1,53.43
Kassel,Hessen,Germany,34117,Bachelors,Management,M,S,1,2,0,0,112884,29,1,54.22
Esher-Molesey,England,United Kingdom,EM15,Partial College,Manual,M,S,0,1,0,0,26226,38,0,52.96
Lebanon,Oregon,United States,97355,High School,Clerical,F,S,1,2,0,1,76947,50,0,51.24
Burien,Washington,United States,98168,Partial College,Manual,M,S,0,1,0,0,27374,22,0,46.89
Victoria,British Columbia,Canada,V8V,Bachelors,Management,M,M,1,2,1,2,106958,33,1,55.49
Carson,California,United States,90746,Bachelors,Management,M,M,1,2,1,2,108543,50,1,53.31
Burbank,California,United States,91502,Partial College,Skilled Manual,M,M,0,0,0,0,60885,19,0,49.09
Metchosin,British Columbia,Canada,V9,Bachelors,Skilled Manual,M,M,1,2,0,1,60202,32,0,55.17
South Melbourne,Victoria,Australia,3205,Bachelors,Skilled Manual,M,S,0,1,0,0,61443,17,0,48.74
Olympia,Washington,United States,98501,Partial College,Clerical,F,S,0,1,0,0,80361,29,0,53.88
Oak Bay,British Columbia,Canada,V8P,Graduate Degree,Professional,M,M,1,1,0,0,137109,23,0,51.96
Drancy,Seine Saint Denis,France,93700,High School,Skilled Manual,M,M,1,2,0,1,52067,31,0,48.65
Redmond,Washington,United States,98052,Bachelors,Manual,M,M,1,1,1,2,29361,56,0,46.35
Bendigo,Victoria,Australia,3550,Partial College,Management,F,S,1,1,1,1,102583,62,0,51.14
Cliffside,British Columbia,Canada,V8Y 1L1,High School,Skilled Manual,M,M,1,0,1,2,57953,40,1,56.57
Paderborn,Nordrhein-Westfalen,Germany,33098,High School,Skilled Manual,M,S,0,2,0,0,59540,19,0,52.96
Los Angeles,California,United States,90012,High School,Skilled Manual,M,M,1,1,0,1,56608,40,0,47.95
Oak Bay,British Columbia,Canada,V8P,Graduate Degree,Clerical,F,M,1,2,0,2,81873,24,1,49.44
Cliffside,British Columbia,Canada,V8Y 1L1,High School,Skilled Manual,F,M,0,2,0,0,54449,18,0,48.79
München,Hamburg,Germany,80074,High School,Clerical,F,M,1,2,1,2,80325,48,1,54.38
Santa Monica,California,United States,90401,Graduate Degree,Skilled Manual,F,M,0,1,0,1,59631,27,0,48.51
Paris,Seine (Paris),France,75009,Partial College,Manual,F,M,1,1,0,2,32415,54,0,45.81
Tacoma,Washington,United States,98403,Partial College,Clerical,M,M,0,2,0,0,83690,23,0,50.41
Dunkerque,Nord,France,59140,High School,Skilled Manual,M,M,1,1,0,2,51828,41,1,54.46
Novato,California,United States,94947,High School,Skilled Manual,F,S,1,1,0,0,54395,48,0,48.78
Rockhampton,Queensland,Australia,4700,High School,Manual,M,S,0,1,0,0,26411,18,0,49.53
Olympia,Washington,United States,98501,Graduate Degree,Clerical,F,S,0,1,0,0,81560,25,0,54.21
San Gabriel,California,United States,91776,Bachelors,Manual,M,M,1,0,0,2,35332,48,1,53.48
Berlin,Saarland,Germany,12311,High School,Manual,F,M,0,1,1,1,36087,31,1,48.87
Woodland Hills,California,United States,91364,Graduate Degree,Management,M,M,1,2,0,2,108030,33,0,52.3
London,England,United Kingdom,SW19 3RU,Partial College,Skilled Manual,M,M,1,0,1,2,59429,41,1,56.79
Pantin,Seine Saint Denis,France,93500,Partial High School,Manual,F,S,0,0,0,0,29059,26,0,45.56
Sooke,British Columbia,Canada,V0,High School,Clerical,F,S,1,2,0,0,76346,42,0,52.36
Lynnwood,Washington,United States,98036,Partial College,Manual,M,S,0,0,0,0,33133,22,1,48.78
Warrnambool,Victoria,Australia,3280,Partial College,Management,F,S,1,1,0,0,111558,42,0,53.1
Downey,California,United States,90241,Partial College,Manual,F,S,0,0,0,0,30706,19,1,47.39
Port Macquarie,New South Wales,Australia,2444,Graduate Degree,Clerical,M,S,0,1,0,0,77306,30,0,58.14
Hof,Bayern,Germany,95010,Graduate Degree,Clerical,F,S,0,2,0,0,77135,27,1,51.09
Coffs Harbour,New South Wales,Australia,2450,Partial College,Clerical,M,M,1,3,1,2,79055,35,1,51.74
Dunkerque,Nord,France,59140,High School,Manual,F,M,1,1,1,2,30879,42,1,47.04
Berkeley,California,United States,94704,Graduate Degree,Management,M,M,1,2,1,2,104276,37,1,52.21
North Sydney,New South Wales,Australia,2055,Partial College,Clerical,M,S,0,0,0,0,84173,25,1,52.86
Concord,California,United States,94519,Bachelors,Management,F,M,1,1,1,2,106656,53,0,50.68
Olympia,Washington,United States,98501,Partial College,Clerical,M,S,0,2,0,0,81964,29,0,49.74
Burien,Washington,United States,98168,Graduate Degree,Management,M,M,1,3,1,2,102558,37,1,54.87
St. Leonards,New South Wales,Australia,2065,Bachelors,Management,F,M,1,2,1,2,102329,37,1,51.94
Roubaix,Nord,France,59100,Partial College,Manual,F,S,1,0,0,1,35573,56,0,49.1
Cliffside,British Columbia,Canada,V8Y 1L1,Bachelors,Professional,M,M,1,2,0,2,136161,53,0,52.76
Newport Beach,California,United States,92625,Graduate Degree,Skilled Manual,F,S,0,1,0,0,52005,26,0,50.52
Hamburg,Hessen,Germany,22001,Partial College,Management,F,S,0,1,0,0,108365,20,0,54.73
Billericay,England,United Kingdom,CM11,Partial College,Clerical,F,M,1,0,0,2,85737,41,1,51.04
Saarlouis,Saarland,Germany,66740,Partial College,Skilled Manual,F,M,1,1,2,2,56996,35,1,49.66
Stuttgart,Saarland,Germany,70511,Partial College,Skilled Manual,F,M,0,0,0,2,55348,26,0,48.56
Bellflower,California,United States,90706,Partial High School,Skilled Manual,F,S,0,0,0,0,53401,16,1,48.65
York,England,United Kingdom,Y024 1GF,Bachelors,Skilled Manual,M,M,1,1,0,2,52138,38,0,53.11
Burbank,California,United States,91502,Graduate Degree,Clerical,F,M,1,2,0,1,84325,25,1,50.26
Orly,Val de Marne,France,94310,Partial College,Manual,F,S,1,1,0,0,31618,45,0,48.28
Redmond,Washington,United States,98052,Partial College,Manual,F,M,1,1,1,2,29840,44,0,46.03
Woolston,England,United Kingdom,WA1 4SY,Bachelors,Skilled Manual,M,M,0,1,1,1,59670,28,1,50.59
Beaverton,Oregon,United States,97005,Graduate Degree,Clerical,M,M,1,0,1,2,78048,30,1,58.66
Perth,South Australia,Australia,6006,Bachelors,Skilled Manual,F,M,1,1,1,2,61950,50,1,48.64
Torrance,California,United States,90505,Graduate Degree,Management,F,M,1,4,0,1,103673,25,1,51.82
Paris,Seine (Paris),France,75007,Bachelors,Management,M,M,1,3,0,2,106073,30,0,56.51
Chula Vista,California,United States,91910,Bachelors,Clerical,M,M,1,3,1,1,84002,31,1,60.75
Lynnwood,Washington,United States,98036,Graduate Degree,Clerical,F,S,0,2,0,0,84591,30,0,51.35
Mill Valley,California,United States,94941,Bachelors,Clerical,F,M,1,3,0,2,85002,48,1,51.04
Roncq,Nord,France,59223,Partial College,Skilled Manual,M,S,0,1,0,0,59045,22,0,50.04
Pantin,Seine Saint Denis,France,93500,Graduate Degree,Manual,M,S,0,0,0,0,27721,34,0,53.89
Burbank,California,United States,91502,Graduate Degree,Professional,M,M,1,2,0,2,136872,59,0,51.97
Les Ulis,Essonne,France,91940,High School,Manual,M,M,1,1,0,2,29129,48,0,48.43
N. Vancouver,British Columbia,Canada,V7L 4J4,High School,Manual,M,S,1,1,0,1,30808,52,0,45.37
Lavender Bay,New South Wales,Australia,2060,Partial High School,Manual,F,M,0,1,0,1,28970,25,0,46.19
Westminster,British Columbia,Canada,V3L 1H4,Partial College,Skilled Manual,M,M,1,1,0,1,62027,31,0,52.44
Puyallup,Washington,United States,98371,Partial College,Manual,M,M,1,0,0,2,33882,36,0,50.24
Warrnambool,Victoria,Australia,3280,Bachelors,Clerical,M,S,0,2,0,0,80988,30,1,58.98
Milsons Point,New South Wales,Australia,2061,Partial College,Skilled Manual,F,S,0,2,0,0,60608,35,1,50.93
Poing,Saarland,Germany,66041,High School,Skilled Manual,F,S,0,1,0,0,55003,33,0,49.43
Burlingame,California,United States,94010,Partial College,Clerical,F,S,0,3,0,0,78926,17,1,51.65
Burbank,California,United States,91502,Bachelors,Manual,M,S,1,0,0,1,34141,51,1,48.39
Bottrop,Nordrhein-Westfalen,Germany,46236,Bachelors,Skilled Manual,F,M,1,1,1,2,50947,29,1,51.25
Royal Oak,British Columbia,Canada,V8X,Partial High School,Manual,M,M,1,1,1,2,30131,43,0,49.48
Esher-Molesey,England,United Kingdom,EM15,Bachelors,Skilled Manual,M,M,0,1,0,0,54409,22,0,49.09
Seattle,Washington,United States,98104,Bachelors,Skilled Manual,F,M,0,0,0,2,54414,29,0,48.46
Sunbury,Victoria,Australia,3429,Graduate Degree,Management,M,M,1,3,1,2,108126,53,1,53.8
Concord,California,United States,94519,Graduate Degree,Manual,M,M,0,1,2,2,30729,28,1,49.4
Renton,Washington,United States,98055,Graduate Degree,Professional,M,S,1,1,0,0,138197,24,1,54.15
East Brisbane,Queensland,Australia,4169,Partial College,Skilled Manual,F,M,0,1,0,0,52156,19,0,48.49
Hawthorne,Queensland,Australia,4171,Partial High School,Manual,F,M,0,0,1,1,28895,26,0,48.7
Coffs Harbour,New South Wales,Australia,2450,Bachelors,Professional,F,S,1,3,0,0,132730,33,1,52.34
Runcorn,England,United Kingdom,TY31,Partial College,Clerical,F,S,0,1,0,0,81368,28,0,50.57
Lynnwood,Washington,United States,98036,Partial College,Clerical,F,M,1,3,0,1,82339,36,1,49.78
Drancy,Seine Saint Denis,France,93700,High School,Clerical,F,S,0,1,0,0,86264,30,0,50.83
Daly City,California,United States,94015,High School,Manual,F,M,0,1,0,0,32212,19,0,46.53
Beaverton,Oregon,United States,97005,Bachelors,Skilled Manual,M,S,1,2,1,1,52288,51,1,48.5
Ingolstadt,Bayern,Germany,85049,Partial College,Clerical,M,M,1,2,1,2,87167,43,1,58.78
Gateshead,England,United Kingdom,GA10,Bachelors,Management,M,M,1,2,0,0,106622,32,0,56.26
York,England,United Kingdom,YO15,Bachelors,Skilled Manual,F,M,0,1,0,1,56369,27,0,48.94
Rhodes,New South Wales,Australia,2138,Bachelors,Skilled Manual,M,M,1,2,0,1,59830,32,0,51.84
Colomiers,Garonne (Haute),France,31770,Graduate Degree,Professional,F,S,1,1,0,0,136429,35,0,57.13
Roissy en Brie,Seine et Marne,France,77680,Partial College,Skilled Manual,M,M,1,0,1,2,52032,41,1,50.32
Watford,England,United Kingdom,WA3,Partial High School,Manual,M,M,1,0,1,2,29745,48,0,55.64
Concord,California,United States,94519,Partial College,Management,M,S,0,1,0,0,106744,18,0,53.48
Beverly Hills,California,United States,90210,Graduate Degree,Professional,F,S,1,0,0,0,128080,26,1,53.21
Paris,Seine (Paris),France,75017,High School,Manual,M,S,0,1,0,0,31810,30,0,52.07
Malabar,New South Wales,Australia,2036,Bachelors,Management,M,S,1,3,1,1,113404,55,1,51.7
Brisbane,Queensland,Australia,4000,Bachelors,Clerical,F,S,1,2,0,0,80757,35,1,50.41
Port Macquarie,New South Wales,Australia,2444,Graduate Degree,Professional,M,S,1,3,0,1,138895,63,1,53.56
San Diego,California,United States,92102,Partial High School,Manual,F,S,1,0,0,0,25716,44,0,47.43
Daly City,California,United States,94015,High School,Manual,M,S,0,1,0,0,36010,22,0,46.26
Daly City,California,United States,94015,Graduate Degree,Professional,M,M,1,1,0,1,133346,26,0,52.44
Geelong,Victoria,Australia,3220,High School,Skilled Manual,F,M,1,2,2,2,56546,45,1,52.57
Oregon City,Oregon,United States,97045,High School,Skilled Manual,M,M,1,1,1,2,53456,36,0,51.58
San Diego,California,United States,92102,Graduate Degree,Clerical,F,M,1,0,1,1,87051,25,1,52.52
Milsons Point,New South Wales,Australia,2061,Partial College,Skilled Manual,M,M,1,2,1,2,55325,43,1,54
Braunschweig,Nordrhein-Westfalen,Germany,38001,Bachelors,Professional,M,M,1,1,1,2,132848,29,1,53
Grossmont,California,United States,91941,High School,Clerical,M,M,1,3,1,2,80641,35,1,58.36
Woodland Hills,California,United States,91364,Bachelors,Management,M,M,1,2,0,0,109609,32,0,60.47
Bendigo,Victoria,Australia,3550,Partial High School,Skilled Manual,F,M,1,2,0,2,55949,45,1,48.52
Melbourne,Victoria,Australia,3000,High School,Skilled Manual,F,M,1,1,1,2,58918,49,1,49.58
Downey,California,United States,90241,Partial College,Management,F,M,1,2,1,2,106100,38,1,52.69
Perth,South Australia,Australia,6006,Bachelors,Skilled Manual,F,S,0,0,0,0,53864,29,0,51.91
Coffs Harbour,New South Wales,Australia,2450,Bachelors,Management,M,S,1,3,0,0,109485,39,1,53.2
High Wycombe,England,United Kingdom,HP10 9QY,Partial High School,Manual,M,S,0,0,0,0,32120,26,0,46.62
Issaquah,Washington,United States,98027,Bachelors,Professional,F,M,1,3,1,2,136084,24,1,56.03
Croix,Nord,France,59170,Partial High School,Manual,F,S,0,0,0,0,34164,32,0,49.95
Lane Cove,New South Wales,Australia,1597,Partial College,Manual,F,M,1,1,1,2,26675,35,0,49.25
München,Hamburg,Germany,80074,Bachelors,Professional,M,M,1,2,0,2,127768,30,1,54.26
El Cajon,California,United States,92020,Partial College,Manual,M,M,1,1,1,2,32621,38,1,54.99
Puyallup,Washington,United States,98371,High School,Skilled Manual,F,S,0,0,0,0,53458,35,0,51
Sunbury,Victoria,Australia,3429,Bachelors,Professional,M,M,1,2,0,2,138046,55,0,51.8
Burien,Washington,United States,98168,Bachelors,Manual,M,M,1,0,1,1,27984,34,0,45.13
Concord,California,United States,94519,Graduate Degree,Manual,F,M,1,0,2,2,31260,43,1,48.92
Tremblay-en-France,Seine Saint Denis,France,93290,Graduate Degree,Skilled Manual,F,M,0,1,1,2,57683,28,1,49.49
Everett,Washington,United States,98201,Partial College,Skilled Manual,M,M,1,1,1,1,53581,34,1,56.56
Cranbourne,Victoria,Australia,3977,High School,Skilled Manual,M,M,1,2,2,2,51565,45,1,51.8
Ingolstadt,Bayern,Germany,85049,High School,Clerical,M,S,0,2,0,0,86597,31,1,53.18
Oakland,California,United States,94611,Graduate Degree,Skilled Manual,F,M,1,2,1,2,53434,59,1,51.89
Bremerton,Washington,United States,98312,High School,Clerical,F,S,1,1,0,0,76493,43,0,50.4
Burien,Washington,United States,98168,High School,Manual,M,M,1,1,1,2,26685,44,0,50.34
Renton,Washington,United States,98055,Partial College,Manual,M,M,1,1,1,1,30144,34,1,55.68
North Ryde,New South Wales,Australia,2113,Partial College,Management,F,S,1,0,0,0,102836,35,0,52.71
Melton,Victoria,Australia,3337,Partial College,Skilled Manual,F,S,1,2,0,0,54666,42,0,51.03
Sydney,New South Wales,Australia,1002,Graduate Degree,Clerical,F,M,1,1,1,2,82702,37,0,53.06
Gold Coast,Queensland,Australia,4217,Bachelors,Skilled Manual,M,S,0,1,0,0,59540,29,1,48.29
Cliffside,British Columbia,Canada,V8Y 1L1,Partial High School,Manual,F,S,0,0,0,0,29076,18,0,45.41
Hervey Bay,Queensland,Australia,4655,Partial College,Clerical,M,S,0,3,0,0,77626,19,0,50.01
Darlinghurst,New South Wales,Australia,2010,Bachelors,Clerical,M,M,1,3,0,1,80810,28,0,50.12
Puyallup,Washington,United States,98371,High School,Clerical,F,S,1,2,0,0,80907,42,1,53.67
Caloundra,Queensland,Australia,4551,Partial High School,Skilled Manual,M,M,1,0,0,2,51410,49,0,49.72
Paris,Seine (Paris),France,75019,Partial College,Management,F,M,1,2,2,2,109823,44,1,51.1
